source_term,target_term,suggested_type,reason
供應商首批樣品承認辦法,Supplier first article approval work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
保全備份,Security back up,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
保全卡借用登記表,Security card lending application form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
保存防護,Stock protection,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
保管人,Keeper,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
保護性包裝,Protective packaging,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
修訂已核准之變更,Revise the approved change,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
修訂版次,Rev. #,strict_required,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
倉儲作業管制程序,Warehouse management procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
倉儲規劃,Warehouse planning,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
個人使用檢測儀器,Measuring devices used by individuals,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
借貨明細表,Lending goods list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
偏心檢查儀校正作業辦法,Eccentric scale calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
偏心檢查儀校正棒校正作業辦法,Testing rod of eccentric scale calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
停止使用,decommissioning,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
健康風險,Risk to health,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
傳遞口,transmission window,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
價格定義,Price definition,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
價格更改建議單,Pricing revised proposal,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
儀器使用,Device usage,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儀器保養,Device maintenance,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儀器列管,Device management,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儀器失效,Device malfunction,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儀器校正允收、失效與報廢處理,"Device calibration acceptance, fail and scrap",lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
儀器校正及催校,Device calibration and calibration reminding,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儀器校正變更列管審核單,Device calibration change control form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
儀器異動,Device change,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儀器異常矯正措施要求表,Device corrective action request form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
儀器發出,Distribute device,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
儀器管理人員,Instrument management personnel,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
儀器編號,Device coding,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儀器訓練申請表,Equipment usage training application form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
儀器調整,Instrument adjustment,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儀器貯存及搬運,Device storage and transportation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
儀器需求申請,Device demand application,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
儀器需求申請表,Device demand application form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
儀器驗收,Device check and acceptance,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
儲存環境維護,Storage environment maintenance,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
儲料異常管理,Manage non-conforming materials,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
儲運作業管制,Warehousing and Transportation Control Procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
允收標準,acceptance criteria,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
光學顯微鏡,optical microscope,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
免提第三公證單位測試報告之材料供應商一覽表,Material supplier without the test reports from the 3’th-party notarization institution list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
入庫,Stock,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
入庫作業,Stocking,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
入庫單,Materials stock in form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
入職訓練,Induction training,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
入職訓練暨審定記錄表,Induction training record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
入職訓練辦理,Induction training,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
入職課程表,Induction training schedule,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
內外部溝通作業辦法,Internal and external communication work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
內容,Contents,strict_required,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
內校,Internal calibration,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
內毒素,Endotoxin,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
內毒素單位,"Endotoxin Unit, EU",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
內毒素管制作業辦法,Endotoxin control work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
